LakeNum,LakeName,County,Town,Area (ac),Area (ha),WshedArea (ac),WshedArea (ha),Wshed/Area,Zmax (ft),Zmax (m),Zmean (ft),"Zmean (m), orange=calc.",ZmeanCalc?,Residence,Years,Dlatitude,Dlongitude,Class,DamClass,Potable Water?,Swimming beach?,Fish impacts?,Invasive Plants?,Invasive Animals?,Distance to Nearby AIS (mi),Name of Nearest Infected Lake (fixed?),>1HAB Notification?,Multiple Years HAB Notification?,PotableWater PWL,Bathing  PWL,Recreation PWL,AquaticLife PWL,Aesthetics PWL,Habitat PWL,FishConsumption PWL,Date 1st HAB listing 18,Date Last HAB listing 18,#Wks HAB Notification 18,#Wks HAB Updates 18,#Wks HAB Updates 17,#Wks HAB Updates 16,#Wks HAB Updates 15,#Wks HAB Updates 14,#Wks HAB Updates 13,#Wks HAB Updates 12,Weed Management?,Lake Assn Name,Sampled >2011?,18 Samplers,CSLAP Region,Watershed,Exp Region,ExpRegion2,CSLAP,Sampled 2018?,Yrs Last 5,#Yrs>1HABsUpdates,Shore HABs PWS Score,Shore HABs Rec Score,Program,Zebras,Runoff (m),PWS-Days Closed,PWS-Treatments,PWS-MCL Violations,Beach-#Days Closures,Beach-Control measures,Algae Control Measures,Weed Control Measures,Plants,,
,Ithaca Reservoir,Tompkins,East Ithaca,45,18,28280,11444,632.3,,,,,yes,,"2016, 2017",42.413978,-76.460364,A ,C,no,,,Eurasian watermilfoil; water chestnut; brittle naiad; curly-leafed pondweed,none reported,0,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,"August: Scott Kishbaugh, MK",,Seneca/Oneida/Oswego Rivers,,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
245,Jamesville Reservoir,Onondaga,Lafayette,198,80,27904,11292,140.6,28.9,8.8,,,no,,2016-2018,42.973999,-76.0690994,AA,C,yes,Jamesville Beach,,"Eurasian watermilfoil, Curly leafed pondweed; variable watermilfoil; brittle naiad",common carp,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,18-Aug,11-Sep,3,1,1,0,0,0,0,0,,Jamesville Reservoir Preservation Association ,yes,Mark Teece,Central,Seneca/Oneida/Oswego Rivers,west central,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
147,Java Lake,Wyoming,Java,51,21,667,270,13.0,18.0,5.5,8.5,2.6,no,0.44,"1998-1999, 2007-2018",42.63130,-78.34390,B,,no,lake association beach,none reported,Curly leafed pondweed,none reported,0,,"2012, 2014, 2015, 2016, 2017",yes,NA,Stressed,Impaired,Stressed,Poor,Fair,Fully supported,7-Jul,20-Oct,14,11,11,3,4,3,0,7,,Java Lake Colony,yes,"Keith and Mary Davis, Steven Vargo",Western,Lake Erie/Niagara River,western NY,western NY,CSLAP,no,,5,2,3,CSLAP,no,,,,,,,,,,,
108,Jenny Lake,Saratoga,Corinth,83,34,1927,780,23.1,27.9,8.5,18.0,5.5,no,1.70,"1994-1998, 2001-2007, 2011-2014, 2016-2018",43.26730,-73.91280,B,A,no,,none reported,fanwort,none reported,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,"Camp Gahada, Inc.",yes,"Charles Moore, Jeanne Shoulder, Skip Merriam, Pierce Schmidt, Robin Stocks, Ed Linville",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
14,Joe Indian Lake,St. Lawrence,Parishville,320,130,12331,4990,38.5,,,5.6,1.7,no,0.07,1986-1990,44.48495,-74.72535,C(T),A,no,,none reported,none reported,none reported,24.4,Upper Saranac Lake-South,,,NA,NA,Fully supported,Impaired,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,St. Lawrence River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Junius Pond (five Junius Ponds),Seneca,Junius,19,8,89,36,4.6,,,,,yes,,,42.95678035,-76.94885338,A,,yes,,,,,,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,"August: Scott Kishbaugh, BL",,Seneca/Oneida/Oswego Rivers,,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
83,Kasoag Lake,Oswego,Williamstown,58,23,5607,2269,97.4,14.8,4.5,6.9,2.1,no,0.02,"1991-1995, 2001-2010, 2012-2015,2017-2018",43.47280,-75.92304,B,B,no,,none reported,Eurasian watermilfoil; fanwort,none reported,0,,,,NA,Fully supported,Stressed,Fully supported,Fair,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,herbicides,Kasoag Lake Conservation Association ,yes,*,Central,Seneca/Oneida/Oswego Rivers,west central,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
207,Katonah Lake,Westchester,Lewisboro,19,8,133,54,6.9,5.6,1.7,2.6,0.8,no,0.17,"2006-2011, 2013-2018",41.28530,-73.65500,B,B,no,,none reported,Curly leafed pondweed,none reported,0,,"2013, 2014",yes,NA,Fully supported,Stressed,Stressed,Fair,Good,Fully supported,NA,NA,0,0,0,0,1,2,4,0,herbicides,Lake Katonah Club ,yes,Nelson Dorta,Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,2,2,1,CSLAP,no,,,,,,,,,,,
127,Kayuta Lake,Oneida,Forestport,474,192,92172,37300,194.6,22.0,6.7,9.5,2.9,no,0.02,1997-2001,43.40823,-75.18680,C(T),B,no,,none reported,none reported,none reported,14.6,Delta Reservoir,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Black River,western Adk,Central NY,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Keenan Reservoir (Glens Falls Water Supply) ,Warren,Queensbury,115,47,685,277,5.9,,,,,yes,,,43.33023749,-73.7564448,AA ,C,no,,,,,,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Upper Hudson River,eastern Adk,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
128,Kellum Lake,Warren,Warrensburg,26,10,1440,583,56.0,36.1,11.0,17.0,5.2,no,0.18,1997-2001,43.55667,-73.77888,C,,no,,none reported,none reported,none reported,5.8,Friends Lake,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
255,Keuka Lake,"Steuben, Yates","Milo, Barrington, Wayne, Urbana, Pulteney, Jerusalem",11678,4726,112640,45583,9.6,183.0,55.8,100.0,30.5,no,,2017-2018,42.52701139,-77.13778803,AA(TS),C,yes,"Champlin Beach, Head of the Lake/Depot Park, Blackberry Hill Campground, Camp Arey, Camp Good Days & Special Times, Camp Iroquois, Indian Pines Park, Keuka College Point Neamo, Red Jacket Park, YMCA Camp Cory",,Eurasian watermilfoil,"Chinese Mystery Snail, Asian Clam, Quagga Mussel, Zebra Mussel, Scud",0,,2017,no,Threatened,Fully supported,Fully supported,Fully supported,Fully supported,Fully supported,Fully supported,4-Aug,13-Oct,6,5,5,0,0,0,0,0,,Keuka Lake Association,,,,,,,,,,,,,,,,,,,2.5,,,,,,
,Kiamesha Lake,Sullivan,Thompson,141,57,613,248,4.4,31.5,9.6,,4.4,yes,,2015,41.675805,-74.667443,A,A,yes,,,Eurasian watermilfoil,none reported,0,,2015,no,Stressed,Fully supported,Stressed,Fully supported,Poor,Good,Fully supported,NA,NA,0,0,0,0,2,0,0,0,,,yes,,,Delaware River,Mid Atlantic,Mid Hudson,LCI,no,,1,1,0,LCI,no,,,,,,,,,,,
,Kibbie/Kibby Lake,Oswego,Constantia,19,8,35,14,1.8,,,,,yes,,"2016, 2017",43.2694946,-75.96654427,B,,no,Camp Woodlawn,,none reported,none reported,1.6,Oneida Lake,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,"July: David Kelley, SC",,Seneca/Oneida/Oswego Rivers,,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Kinch Pond,Orange,Mount Hope,,,,,,7.5,2.3,,,,,2018,41.4348,-74.5421,,,,,,,,,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Kinderhook Lake,Columbia,Kinderhook,346,140,11639,4710,33.7,32.0,10.0,15.0,4.5,no,0.30,"1997-2001, 2018",42.45207,-73.65539,B,B,no,,none reported,Eurasian watermilfoil; water chestnut; Curly-leafed pondweed; brittle naiad,none reported,0,,,,NA,Stressed,Impaired,Stressed,Poor,Fair,Impaired,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Kings Flow,Hamilton,Indian Lake,186,75,12251,4958,66.0,,,,,yes,,,43.6772681,-74.23298922,C(T),,no,,,,,,,,,NA,NA,Fully supported,Fully supported,Good,Good,Impaired,NA,NA,0,0,0,0,0,0,0,0,,,yes,"August: David Kelley, Rebecca Gorney",,Upper Hudson River,eastern Adk,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
230,Kirk Lake,Putnam,Carmel,122,49,2601,1053,21.4,23.0,7.0,10.0,3.1,no,0.24,"2011-2014, 2016-2018",41.38560,-73.74980,B,B,no,,none reported,"Eurasian watermilfoil, water chestnut",none reported,0,,"2013, 2014, 2015, 2016",yes,NA,Fully supported,Stressed,Fully supported,Good,Good,Fully supported,28-Jul,28-Jul,1,1,1,3,7,2,2,0,yes,Kirk Lake Watershed Association,yes,"Arthur and Susan Nicoletti, Joseph Montuori",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,4,2,3,CSLAP,no,,,,,,,,,,,
,Kissena Lake,Queens,Queens,18,7,1684,682,94.7,5.0,1.5,1.8,0.6,no,0.38,2014,40.74784,-73.80634,C,,no,,,none reported,common carp,0,,"2013, 2014, 2015, 2016",yes,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,26-May,8-Sep,15,7,7,7,3,6,2,0,,,yes,,,Long Island Sound/Atlantic Ocean,NYC LI,NYC LI,LCI,no,,4,2,3,LCI,no,,,,,,,,,,,
,Lake Alice,Clinton,Chazy,64,26,3549,1436,55.5,3.3,1.0,,*,no,,2014,44.86701,-73.48365,C,A,no,,,Eurasian watermilfoil,none reported,18.5,Chazy Lake,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Lake Champlain,eastern Adk,eastern Adk,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
76,Lake Alice,Orleans,Carlton,339,137,137089,55477,404.1,,,23.9,7.3,no,0.05,1991-1995,43.31852,-78.25694,C,C,no,,none reported,Eurasian watermilfoil,zebra mussels,0,,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,3,0,0,1,0,0,0,0,,,,,,Lake Ontario,Ontario,western NY,CSLAP,no,,1,1,0,CSLAP,yes,,,,,,,,,,,
50,Lake Bonaparte,Lewis,Harrisville,1286,521,11787,4770,9.2,72.2,22.0,30.8,9.4,no,1.84,"1988-1992, 1995, 1998-2001, 2007-2018",44.14750,-75.38220,B,A,no,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Stressed,Stressed,Fully supported,Good,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,weevils,Lake Bonaparte Conservation Club ,yes,"Ray Powers, Glenn Johnson, Dick Kahn, Robert Rood",Adirondack,St. Lawrence River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
2,Lake Carmel,Putnam,Carmel,192,78,8414,3405,43.8,13.1,4.0,7.9,2.4,no,0.09,"1986-1990, 2016-2018",41.45850,-73.66500,B,C,no,"Lake Carmel Beach #2, 3, 4, 7",none reported,Eurasian watermilfoil,none reported,0,,"2015, 2016, 2017",yes,NA,Stressed,Impaired,Stressed,Poor,Poor,Fully supported,7-Jul,15-Sep,11,5,5,2,2,0,0,0,,Lake Carmel Tax District ,yes,"Robert Ulich, Michelle Summers",Downstate,Lower Hudson River,Hudson Valley,lower Hudson,CSLAP,no,,3,2,3,CSLAP,no,,,,,17.25,,,,,,
,Lake Casse,Putnam,Carmel,31,12,,,,9.2,2.8,,,,,2018,41.3862991,-73.7099991,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Lake Celeste,Putnam,Putnam Valley,6,3,610,247,95.0,39.4,12.0,18.1,5.5,yes,0.09,1993-1997,41.36358,-73.90020,B,,no,,none reported,Curly leafed pondweed,none reported,0,,,,NA,Fully supported,Stressed,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
146,Lake Clear,Franklin,Harrietstown,998,404,5165,2090,5.2,60.0,17.5,27.9,8.5,no,2.80,"1998-2010, 2012-2013",44.37120,-74.25181,AA(T),A,yes,The Lodge on Lake Clear; Lake Clear Girl Scout Camp,none reported,none reported,none reported,5.2,Lake Colby,,,Fully supported,Fully supported,Fully supported,Impaired,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Lake Champlain,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
157,Lake Colby,Franklin,Harrietstown,272,110,2274,920,8.4,,,23.6,7.2,no,1.40,1999-2001,44.34286,-74.15385,A(T),,yes,William Wallace Memorial Beach; Camp Colby Beach,none reported,Eurasian watermilfoil,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Lake Colby Association,,,,Lake Champlain,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
45,Lake Como,Cayuga,Summerhill,64,26,1014,410,15.8,21.3,6.5,9.5,2.9,no,0.36,"1988-1994, 1997-2013, 2015-2018",42.67720,-76.30250,B,,no,,none reported,Eurasian watermilfoil; Curly-leafed pondweed,goldfish,0,,"2013, 2015, 2016",yes,NA,Impaired,Impaired,Fully supported,Fair,Fair,Fully supported,NA,NA,0,0,0,0,0,0,4,0,,Lake Como Association,yes,Patrick Mooney,Western,Seneca/Oneida/Oswego Rivers,Finger Lakes,Finger Lakes,CSLAP,no,,3,2,3,CSLAP,no,,,,,,,,,,,
130,Lake Demons,Steuben,Howard,32,13,222,90,6.9,17.4,5.3,8.2,2.5,no,0.95,"1996-2001, 2013-2018",42.34770,-77.47790,B,,no,Lake Demmon Campground,none reported,none reported,none reported,2.8,Smith Pond,,,NA,Stressed,Stressed,Fully supported,Fair,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Lake Demmon Association,yes,"John and Shelly Clancy, Mary Perham, Meghan Franclemont",Western,Chemung River,Finger Lakes,Finger Lakes,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
243,Lake DeVenoge,Sullivan,"Lumberland, Highland",72,29,199,81,2.8,54.1,16.5,26.2,8.0,no,4.74,2014-2018,41.52100,-74.83940,B,,no,,none reported,none reported,none reported,7.0,Swinging Bridge Reservoir,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,Lake DeVenoge Property Owners Association ,yes,"Bud and Thomas Wilson, Skip Roman, Gerry Padian, James Rizzi, William Payne",Downstate,Delaware River,Mid Atlantic,Mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Lake Durand,Hamilton,,16,6,179,73,11.2,19.7,6.0,,,no,,2017,43.2329986,-77.5578083,C,A,no,,,Variable Watermilfoil,None Reported,0,,,,NA,Unassessed,Unassessed,Stressed,Unassessed,Unassessed,Impaired,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lake Eaton,Hamilton,Long Lake,557,225,2888,1169,5.2,56.0,17.1,26.0,7.9,no,2.00,2015,43.978,-74.466,AA(T),A,yes,,,none reported,none reported,13.2,Goodnow Flow,,,Fully supported,Fully supported,Stressed,Fully supported,Good,Fair,Impaired,NA,NA,0,0,0,1,0,0,0,0,,,yes,,,St. Lawrence River,western Adk,western Adk,LCI,no,,1,1,0,LCI,no,,,,,,,,,,,
177,Lake Forest,Warren,Lake Luzerne,45,18,761,308,17.0,10.8,3.3,5.1,1.6,no,0.18,"2001-2010, 2012-2013, 2015, 2017-2018",43.56490,-73.77030,B,B,no,Forest Lake Camp,none reported,none reported,none reported,3.7,Lake Luzerne,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,drawdown,Northwoods Association ,yes,Rosalba O'boyle,Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
199,Lake George,Warren,Hague,28173,11401,149186,60372,5.3,47.6,14.5,59.1,18.0,no,8.70,"2001, 2004-2014",43.55850,-73.62831,AAspec,"A,B",yes,Silver Bay Center YMCA Camp - Bay Beach; Silver Bay YMCA Retreat - Slim Point Beach; Northern Lake George Resort; North Brook Motel; Adirondack Park Motel; Horicon Heights; Timberlane Cottages; Candlelight Cottages; Veterans Memorial Park; Rogers Memorial Park; The Sagamore Shallow Beach; The Point Cabins; Bonnie View on the Lake; Northwood Ho Resort Motel; Melody Manor Resort; Blue Water Manor; Cool Ledge Cottages; Porter's Cottages; Chekla Lodge; Diamond Village Resort; Beckley's Lake Shore Cottages; Flamingo Resort; Stepping Stones Resort; Olympian Village; Diamond Point Beach; Lake George Suites; Blue Lagoon Resort; Mt. Knoll Beach Cottages; Diamond Cove Cottages; Clinton Inn; Bayfront Housekeeping Cottages; Lodges at Cresthaven; Sun Castle Resort - South Beach; The Boulder's Resort; Scotty's Lakeside Resort; O'Sullivan's Motel; The Georogian Lakeside Resort; Marine Village Resort; Lake George Club - Deep Beach; Lake George Club - Shallow Beach; Capri Village; Northern Lake George Yacht Club; Nates Bayshore Court Cottages; Canoe Island Lodge Beach II; Boathouse Bed & Breakfast; Hague Motel; Sun Castle Resort - North Beach; Fort Ann Town Beach; YMCA Camp Chingachgook; YMCA Camp Chingachgook TR; Surfside on the Lake; The Sagamore Deep Beach; Antigua Resort on Plum Point; Collette's Stony Hill Cottages; Adirondack Camp Spider Rock Beach; Adirondack Camp Sr Point Beach; Shore Meadows Motel; Tahoe Resort; Lake Motel; Snug Harbor Motel & Cottages; Hague Public Beach; Juliana Motel; O'Connor's Resort Cottages; Villas on Lake George; Jan Dor Manor; Golden Sands Resort; Red Gate Cottages; Twin Bay Village; Alpine Village; Trout House Village; Twin Birches Cottages; Canoe Island Lodge Beach I; Carey's Lakeside Cottages; Shephard Memorial Park; Park Lane Motel; Still Bay Resort; Depe Dene Motel; George & Nancy Stannard (Briar Dell Lakeshore Motel); Tea Island Resort; Wiawaka Holiday House Beach #2; Adirondack Camp Jr Dock Beach; Adirondack Camp Main Beach; Washington County Beach at Huletts; Ticonderoga Town Beach; Cramer's Point Motel & Cottages; Sundowner Motel; Delong Usher Park; Lake Crest Inn; Gull Bay Beach; Treasure Cover Resort; Dunham's Bay Resort; Wiawaka Holiday House Beach #1,none reported,Eurasian watermilfoil; Curly leaf pondweed; brittle naiad,Asian clam; zebra mussels; spiny waterflea; virile crayfish,0,,,,Threatened,Fully supported,Impaired,Fully supported,Good,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,physical,Lake George Association,,,Adirondack,Lake Champlain,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
199.04,Lake George-Basin Bay,Warren,Bolton,28523,11543,,,0.0,68.9,21.0,,,no,,"2004-2014, 2017-2018",43.52268,-73.66637,AAspec,"A,B",yes,Silver Bay Center YMCA Camp - Bay Beach; Silver Bay YMCA Retreat - Slim Point Beach; Northern Lake George Resort; North Brook Motel; Adirondack Park Motel; Horicon Heights; Timberlane Cottages; Candlelight Cottages; Veterans Memorial Park; Rogers Memorial Park; The Sagamore Shallow Beach; The Point Cabins; Bonnie View on the Lake; Northwood Ho Resort Motel; Melody Manor Resort; Blue Water Manor; Cool Ledge Cottages; Porter's Cottages; Chekla Lodge; Diamond Village Resort; Beckley's Lake Shore Cottages; Flamingo Resort; Stepping Stones Resort; Olympian Village; Diamond Point Beach; Lake George Suites; Blue Lagoon Resort; Mt. Knoll Beach Cottages; Diamond Cove Cottages; Clinton Inn; Bayfront Housekeeping Cottages; Lodges at Cresthaven; Sun Castle Resort - South Beach; The Boulder's Resort; Scotty's Lakeside Resort; O'Sullivan's Motel; The Georogian Lakeside Resort; Marine Village Resort; Lake George Club - Deep Beach; Lake George Club - Shallow Beach; Capri Village; Northern Lake George Yacht Club; Nates Bayshore Court Cottages; Canoe Island Lodge Beach II; Boathouse Bed & Breakfast; Hague Motel; Sun Castle Resort - North Beach; Fort Ann Town Beach; YMCA Camp Chingachgook; YMCA Camp Chingachgook TR; Surfside on the Lake; The Sagamore Deep Beach; Antigua Resort on Plum Point; Collette's Stony Hill Cottages; Adirondack Camp Spider Rock Beach; Adirondack Camp Sr Point Beach; Shore Meadows Motel; Tahoe Resort; Lake Motel; Snug Harbor Motel & Cottages; Hague Public Beach; Juliana Motel; O'Connor's Resort Cottages; Villas on Lake George; Jan Dor Manor; Golden Sands Resort; Red Gate Cottages; Twin Bay Village; Alpine Village; Trout House Village; Twin Birches Cottages; Canoe Island Lodge Beach I; Carey's Lakeside Cottages; Shephard Memorial Park; Park Lane Motel; Still Bay Resort; Depe Dene Motel; George & Nancy Stannard (Briar Dell Lakeshore Motel); Tea Island Resort; Wiawaka Holiday House Beach #2; Adirondack Camp Jr Dock Beach; Adirondack Camp Main Beach; Washington County Beach at Huletts; Ticonderoga Town Beach; Cramer's Point Motel & Cottages; Sundowner Motel; Delong Usher Park; Lake Crest Inn; Gull Bay Beach; Treasure Cover Resort; Dunham's Bay Resort; Wiawaka Holiday House Beach #1,none reported,Eurasian watermilfoil; Curly leaf pondweed; brittle naiad,Asian clam; zebra mussels; spiny waterflea; virile crayfish,0,,,,Threatened,Fully supported,Impaired,Fully supported,Good,Poor,Fully supported,NA,NA,0,0,0,0,0,0,0,0,physical,Lake George Association,yes,,,Lake Champlain,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
199.06,Lake George-Crown Island,Warren,Bolton,28523,11543,,,0.0,68.9,21.0,,,no,,"2004-2005, 2007-2014",43.56227,-73.63533,AAspec,"A,B",yes,Silver Bay Center YMCA Camp - Bay Beach; Silver Bay YMCA Retreat - Slim Point Beach; Northern Lake George Resort; North Brook Motel; Adirondack Park Motel; Horicon Heights; Timberlane Cottages; Candlelight Cottages; Veterans Memorial Park; Rogers Memorial Park; The Sagamore Shallow Beach; The Point Cabins; Bonnie View on the Lake; Northwood Ho Resort Motel; Melody Manor Resort; Blue Water Manor; Cool Ledge Cottages; Porter's Cottages; Chekla Lodge; Diamond Village Resort; Beckley's Lake Shore Cottages; Flamingo Resort; Stepping Stones Resort; Olympian Village; Diamond Point Beach; Lake George Suites; Blue Lagoon Resort; Mt. Knoll Beach Cottages; Diamond Cove Cottages; Clinton Inn; Bayfront Housekeeping Cottages; Lodges at Cresthaven; Sun Castle Resort - South Beach; The Boulder's Resort; Scotty's Lakeside Resort; O'Sullivan's Motel; The Georogian Lakeside Resort; Marine Village Resort; Lake George Club - Deep Beach; Lake George Club - Shallow Beach; Capri Village; Northern Lake George Yacht Club; Nates Bayshore Court Cottages; Canoe Island Lodge Beach II; Boathouse Bed & Breakfast; Hague Motel; Sun Castle Resort - North Beach; Fort Ann Town Beach; YMCA Camp Chingachgook; YMCA Camp Chingachgook TR; Surfside on the Lake; The Sagamore Deep Beach; Antigua Resort on Plum Point; Collette's Stony Hill Cottages; Adirondack Camp Spider Rock Beach; Adirondack Camp Sr Point Beach; Shore Meadows Motel; Tahoe Resort; Lake Motel; Snug Harbor Motel & Cottages; Hague Public Beach; Juliana Motel; O'Connor's Resort Cottages; Villas on Lake George; Jan Dor Manor; Golden Sands Resort; Red Gate Cottages; Twin Bay Village; Alpine Village; Trout House Village; Twin Birches Cottages; Canoe Island Lodge Beach I; Carey's Lakeside Cottages; Shephard Memorial Park; Park Lane Motel; Still Bay Resort; Depe Dene Motel; George & Nancy Stannard (Briar Dell Lakeshore Motel); Tea Island Resort; Wiawaka Holiday House Beach #2; Adirondack Camp Jr Dock Beach; Adirondack Camp Main Beach; Washington County Beach at Huletts; Ticonderoga Town Beach; Cramer's Point Motel & Cottages; Sundowner Motel; Delong Usher Park; Lake Crest Inn; Gull Bay Beach; Treasure Cover Resort; Dunham's Bay Resort; Wiawaka Holiday House Beach #1,none reported,Eurasian watermilfoil; Curly leaf pondweed; brittle naiad,Asian clam; zebra mussels; spiny waterflea; virile crayfish,0,,,,Threatened,Fully supported,Impaired,Fully supported,Good,Poor,Fully supported,NA,NA,0,0,0,0,,,,,,Lake George Association,yes,,,Lake Champlain,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
