OBJECTID_1,GNIS_ID,GNIS_Name,ReachCode,FType,FCode,SepticLoad,Developed,Agricultur,Forest,TotalLoad,wsAcres,LakeAcres,LkAreaLoad,PtSource,BasinName,BasNumber,Shape_Leng,NHDshort,Resolution,LakeID,FIN,County,Type,Water,Alt_Name,Beach,M_BAS_NAME,BASIN_NAME,LocationID,PWS,Class,PWL_ID,LocName,Lat,Long,AnthroLoad,YearSample,OBJECTID_12,PWL_ID_1,WIN,NAME,DESCRIPT,BASIN,WBTYPE,LGTH_AREA,WSUP_USEASMT,WSUP_DCMT,SHEL_USEASMT,SHEL_DCMT,BATH_USEASMT,BATH_DCMT,RECR_USEASMT,RECR_DCMT,CONS_USEASMT,CONS_DCMT,AQAT_USEASMT,AQAT_DCMT,HABH_USEASMT,AEST_USEASMT,WBCATGRY,MGMTSTAT,UPDATE_YR,FACT_SHEET
375,949338,Echo Lake,2.0401E+12,390,39009,11.7612,0.496186,0,63.804982,76.0624,682.271,50.543,1.504903864,0,Delaware River Basin,14,0.020874878,4002267,2,1401ECH0078,D-10-5-5-P78,Sullivan,Lake,Echo Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401ECH0078_C,No,B,1401-0028,Echo Lake Centroid,41.5084,-74.7245026,0.242514651, ,1565,1401-0028,D-10- 5-5-P78,Echo Lake,entire lake,Delaware River,L,53.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1401-0028.pdf
376,963765,Saint Josephs Lake,2.0401E+12,390,39010,22.0522,279.482655,14.14429,248.370178,564.049,3199.13,234.224,2.408162059,0,Delaware River Basin,14,0.070788993,4002192,2,1401STJ0096,D-10-11-P96,Sullivan,Lake,St Josephs Lake, ,No,Delaware River Basin,Delaware River Main Stem,1401STJ0096_C,No,B,1401-0039,St Josephs Lake Centroid,41.5974007,-74.7041016,1.347764627,2005,1069,1401-0039,D-10-11-P96,Saint Josephs Lake,entire lake,Delaware River,L,237.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,Stressed,Unconfirmed,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,Needs Verification,Assessment/Reassessment Scheduled,7/8/2002 0:00,https://www.dec.ny.gov/data/WQP/PWL/1401-0039.pdf
377,951132,Gillman Pond,2.0401E+12,390,39010,20.5821,32.506088,0.756141,294.76167,695.633,3077.72,24.5778,28.3033,347.027,Delaware River Basin,14,0.027020943,4002210,2,1401GIL0035,D-1-22-P35,Sullivan,Lake,Gillman Pond, ,No,Delaware River Basin,Delaware River Main Stem,1401GIL0035_C,No,B,1402-0044,Gillman Pond Centroid,41.5746994,-74.6673965,16.3103, ,1237,1402-0044,"D- 1-22-P33,P35,P36","Crane, Gilman Ponds, Melody Lake",total area of all three lakes,Delaware River,L,53.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0044.pdf
378,950408,Forest Lake,2.0401E+12,390,39004,0,0,0,22.372887,22.3729,240.738,16.6983,1.339830222,0,Delaware River Basin,14,0.010874814,2000464,2,1403FOR0346A,D-70-20-57A-P346A,Ulster,Lake,Forest Lake, ,No,Delaware River Basin,East Branch Delaware River,1403FOR0346A_C,No,B,1403-0087,Forest Lake Centroid,42.0069008,-74.6648026,7.7852E-07, ,1475,1403-0087,D-70-20-57a-P346a,Forest Lake,entire lake,Delaware River,L,14.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1403-0087.pdf
379,949743,Evens Lake,2.0401E+12,390,39004,35.2836,162.459556,27.999468,137.48428,6755.84,1825.58,27.7765,243.221,6392.61,Delaware River Basin,14,0.015370791,4002091,2,1402EVE0050A,D-1-38-P50A,Sullivan,Lake,Evens Lake,Evans Lake,No,Delaware River Basin,Neversink,1402EVE0050A_DH,No,B,1402-0004,EVE(A)NS LAKE DEEP HOLE,41.7649994,-74.6523972,238.272,2015,1732,1402-0004,D- 1-38-P50a,Evens Lake,entire lake,Delaware River,L,29.8,N/A,-,N/A,-,Stressed,Known,Impaired,Known,UnAssessed,-,Stressed,Suspected,Good,Poor,Impaired,Restoration/Protection Strategy Needed,5/19/2016 0:00,https://www.dec.ny.gov/data/WQP/PWL/1402-0004.pdf
380,968709,Walls Pond,2.0401E+12,390,39004,0,3.166139,10.11895,116.801591,130.087,1215.09,15.1701,8.575202537,0,Delaware River Basin,14,0.012879307,4002320,2,1402WAT0013,D-1-9-P13,Orange,Lake,Watts Pond, ,No,Delaware River Basin,Neversink,1402WAT0013_C,No,B,1402-0030,Watts Pond Centroid,41.419899,-74.6081009,0.875762783, ,2088,1402-0030,D- 1- 9-P13,Walls Pond,entire lake,Delaware River,L,12.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0030.pdf
381,967778,Treasure Lake,2.0401E+12,390,39004,7.350743,15.29316,0,5.826736,28.4706,134.04,46.2656,0.61537382,0,Delaware River Basin,14,0.025449454,4002175,2,1402TRE0039,D-1-35-1-P39,Sullivan,Lake,Treasure Lake, ,No,Delaware River Basin,Neversink,1402TRE0039_C,No,B,1402-0048,Treasure Lake Centroid,41.6106987,-74.5904999,0.489431975,2004,1214,1402-0048,D- 1-35-P39,Treasure Lake,entire lake,Delaware River,L,44.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0048.pdf
382,962988,Round Pond,2.0401E+12,390,39011,0,1.902046,0,16.56839,18.4704,191.782,20.583,0.89736365,0,Delaware River Basin,14,0.012508621,4002064,2,1402ROU0065,D-1-83-1-P65,Ulster,Lake,Round Pond, ,No,Delaware River Basin,Neversink,1402ROU0065_DH,No,CT,1402-0064,ROUND POND (ULSTER),41.9393005,-74.585701,0.092406841, ,2071,1402-0064,D- 1-83-1-P65,Round Pond,entire lake,Delaware River,L,20.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,3/29/2010 0:00,https://www.dec.ny.gov/data/WQP/PWL/1402-0064.pdf
383, , ,2.0401E+12,390,39004,0,4.400697,0,8.762343,13.163,139.141,45.9047,0.286747109,0,Delaware River Basin,14,0.02611647,4002255,2,1402UWB0019A,D-1-12-9-P19A,Orange,Lake,Unnamed Water, ,No,Delaware River Basin,Neversink,1402UWB0019A_C,No,A,1402-0036,Unnamed Water Centroid,41.4897995,-74.5385971,0.095865064, ,1640,1402-0036,D- 1-12- 9-P19a,Otisville Reservoir,entire lake,Delaware River,L,42.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/1402-0036.pdf
384,957358,Millsite Lake,4.1503E+12,390,39004,116.141734,9.220789,46.847401,146.936046,319.146,2238.23,486.6055887,0.655861705,0,St. Lawrence River Basin,9,0.138449517,3000596,2,0906MIL0055,SL-25-7-P1-8-P54-1-P55,Jefferson,Lake,Millsite Lake, ,Yes,St. Lawrence River Basin,Indian River,0906MIL0055_C,No,B,0906-0064,Millsite Lake Centroid,44.2921982,-75.7675018,0.353900485,2017,937,0906-0064,SL-25-  7/P1- 8- P54..P55,Millsite Lake,entire lake,Saint Lawrence River,L,473.9,UnAssessed,-,UnAssessed,-,UnAssessed,-,Threatened,Known,UnAssessed,-,UnAssessed,-,Fair,UnAssessed,No Known Impact,Strategy Implementation Scheduled or Underway,3/18/2009 0:00,https://www.dec.ny.gov/data/WQP/PWL/0906-0064.pdf
385,979953,Muskellunge Lake,4.1503E+12,390,39009,16.171634,2.81172,54.825804,199.888177,273.697,2512.07,285.8125516,0.957611321,0,St. Lawrence River Basin,9,0.119833134,3000593,2,0906MUS0008,SL-25-7-P1-3-11-P8,Jefferson,Lake,Muskellunge Lake, ,No,St. Lawrence River Basin,Indian River,0906MUS0008_C,No,C,0906-0037,Muskellunge Lake Centroid,44.300499,-75.689003,0.258242063, ,1432,0906-0037,SL-25-  7/P1- 3-11-P 8,Muskellunge Lake,entire lake,Saint Lawrence River,L,270,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0906-0037.pdf
386,962978,Round Lake,4.15031E+12,390,39009,2.940297,159.700999,0,3670.376589,3833.02,42123.1,753.0095195,5.090264843,0,St. Lawrence River Basin,9,0.181957578,5004421,2,0903ROU0118,SL-1-P109-11-2-P118,Hamilton,Lake,Round Lake, ,No,St. Lawrence River Basin,Raquette River,0903ROU0118_C,No,D,0903-0130,Round Lake Centroid,44.0703011,-74.5847015,0.215991175, ,668,0903-0130,SL- 1-P109-11- 2-P118,Round Lake,entire lake,Saint Lawrence River,L,744.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,No Known Impact,,1/23/2009 0:00,https://www.dec.ny.gov/data/WQP/PWL/0903-0130.pdf
387,965425,Slim Pond,4.15031E+12,390,39009,0,33.687483,0,780.537977,814.225,8487.64,244.8771854,3.325036012,0,St. Lawrence River Basin,9,0.195361532,5004663,2,0903SLI0260,SL-1-P241-27-P260,Hamilton,Lake,Slim Pond, ,No,St. Lawrence River Basin,Raquette River,0903SLI0260_C,No,D,0903-0189,Slim Pond Centroid,44.0161018,-74.5400009,0.137567013, ,1120,0903-0189,"SL- 1-P109..P241-27-P260,P264","Slim Pond, Stony Pond",total area of both lakes,Saint Lawrence River,L,354.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0903-0189.pdf
388,965849,South Pond,4.15031E+12,390,39009,2.940297,68.184222,0,1267.848805,1338.97,13594.1,431.5409447,3.10277238,0,St. Lawrence River Basin,9,0.120632876,5001515,2,0903SOU0245,SL-1-P241-22-P245,Hamilton,Lake,South Pond, ,No,St. Lawrence River Basin,Raquette River,0903SOU0245_C,No,C,0903-0005,South Pond Centroid,43.9138985,-74.4527969,0.164807525, ,568,0903-0005,SL- 1-P109..P241-22-P245,South Pond,entire lake,Saint Lawrence River,L,431.9,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Impaired,Known,Impaired,Known,UnAssessed,UnAssessed,Impaired,Verification of Sources Needed,12/29/2008 0:00,https://www.dec.ny.gov/data/WQP/PWL/0903-0005.pdf
389,975987,Blake Falls Reservoir,4.15031E+12,390,39009,1770.058834,2647.559732,181.379394,52059.57236,97753.9,579005,630.7880961,154.971,41095.35,St. Lawrence River Basin,9,0.304410792,5001565,2,0903BLA0029A,SL-1-P29A,St Lawrence,Lake,Blake Falls Reservoir, ,Yes,St. Lawrence River Basin,Raquette River,0903BLA0029A_C,No,B,0903-0072,Blake Falls Reservoir Centroid,44.4813995,-74.7561035,72.4401,2014,1526,0903-0072,SL- 1 (portion  5f)/P29a,Blake Falls Reservoir,entire reservoir,Saint Lawrence River,L,640.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0903-0072.pdf
390,968303,Upper Saint Regis Lake,4.15031E+12,390,39004,24.992525,27.331577,0,338.195316,390.519,4442.83,719.8865146,0.542473584,0,St. Lawrence River Basin,9,0.214797113,6002952,2,0902USA0265,SLC-32-P257A-5-P264-1-P265,Franklin,Lake,Upper Saint Regis Lake, ,No,St. Lawrence River Basin,St. Regis-Salmon-Chateaugay Rivers,0902USA0265_C,No,AA,0902-0159,Upper Saint Regis Lake Centroid,44.4075012,-74.2779007,0.07268324,2002,1197,0902-0159,"SL(C)-32-P257a- 5-P264,P265","Spitfire Lake, Upper Saint Regis Lake",total area of both lakes,Saint Lawrence River,L,978.2,UnAssessed,-,N/A,-,Threatened,Suspected,Threatened,Suspected,UnAssessed,-,UnAssessed,-,Unknown,Unknown,No Known Impact,Funding for Strategy Implementation Needed,5/24/2016 0:00,https://www.dec.ny.gov/data/WQP/PWL/0902-0159.pdf
391,971714,Lake of the Woods,4.1503E+12,390,39009,74.977575,3.880883,19.848709,42.232716,140.94,696.354,180.2308537,0.781996423,0,St. Lawrence River Basin,9,0.071045374,3000591,2,0906OTH0009,SL-25-7-P1-3-18-P9,Jefferson,Lake,Lake of the Woods, ,No,St. Lawrence River Basin,Indian River,0906OTH0009_C,No,C,0906-0038,Lake Of The Woods Centroid,44.3153992,-75.7277985,0.5476714,2017,1243,0906-0038,SL-25-  7/P1- 3-17-P 9,Lake of the Woods,entire lake,Saint Lawrence River,L,168.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,No Known Impact,,11/13/2008 0:00,https://www.dec.ny.gov/data/WQP/PWL/0906-0038.pdf
392,976695,Mud Lake,4.1503E+12,390,39004,0,4.684232,6.521719,38.896798,50.1027,462.426,44.38116277,1.12891925,0,St. Lawrence River Basin,9,0.035906647,3000588,2,0906MUD0005,SL-25-7-P1-3-4-1-P5,St Lawrence,Lake,Mud Lake, ,No,St. Lawrence River Basin,Indian River,0906MUD0005_C,No,C,0906-0036,Mud Lake Centroid,44.3698997,-75.5998001,0.252492303, ,1431,0906-0036,SL-25-  7/P1- 3- 4-P 5,Mud Lake,entire lake,Saint Lawrence River,L,16.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0906-0036.pdf
393,976777,Osborn Lake,4.1503E+12,390,39009,5.880594,28.353484,242.076413,209.05083,485.361,2796.07,22.20110105,21.862,0,St. Lawrence River Basin,9,0.013369302,2001434,2,0905OSB0060,SL-25-13-1-2-P60,St Lawrence,Lake,Osborn Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905OSB0060_C,No,C,0905-0118,Osborn Lake Centroid,44.4777985,-75.4302979,12.4458, ,1149,0905-0118,SL-25- 13- 1- 1-P4a,Osborn Lake,entire lake,Saint Lawrence River,L,18,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0118.pdf
394,945157,Bullhead Pond,4.1503E+12,390,39009,10.29104,0,0,37.317797,47.6088,432.815,50.58243214,0.941212887,0,St. Lawrence River Basin,9,0.023321627,3000658,2,0906BUL0030,SL-25-P30,Lewis,Lake,Bullhead Pond, ,No,St. Lawrence River Basin,Indian River,0906BUL0030_C,No,C,0906-0052,Bullhead Pond Centroid,44.1258011,-75.4067993,0.203450142, ,491,0906-0052,SL-25-  7/P1- 3-55-P24..P30,Bullhead Pond,entire lake,Saint Lawrence River,L,50.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0906-0052.pdf
395,970386,Mud Pond,4.1503E+12,390,39009,0,0,0,5.426426,5.426426,74.1061,23.31438505,0.232750123,0,St. Lawrence River Basin,9,0.026086294,2001642,2,0905MUD0104,SL-25-73-16-1-P104,Lewis,Lake,Mud Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905MUD0104_C,No,D,0905-0137,Mud Pond Centroid,44.1636009,-75.3751984,0, ,1250,0905-0137,"SL-25- 73-16-P104,P27,P105","Mud Pond, Duck Pond, Green Pond",total area of all three lakes,Saint Lawrence River,L,45.5,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0137.pdf
396,976461,Huckleberry Lake,4.1503E+12,390,39009,0,0,0,42.343913,42.3439,552.514,89.46546706,0.473298965,0,St. Lawrence River Basin,9,0.068258446,4000846,2,0904HUC0291,SL-2-25-3-12-P291,St Lawrence,Lake,Huckleberry Lake, ,No,St. Lawrence River Basin,Grass River,0904HUC0291_C,No,D,0904-0026,Huckleberry Lake Centroid,44.324501,-75.3364029,-1.45307E-07, ,1177,0904-0026,SL- 2-25- 3-12-P291,Huckleberry Lake,entire lake,Saint Lawrence River,L,61.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0904-0026.pdf
397,958652,Norman Pond,4.1503E+12,390,39009,0,0,0,3.891904,3.891904,47.7506,9.115850139,0.426938129,0,St. Lawrence River Basin,9,0.008595673,2001707,2,0905NOR0148,SL-25-P148,Lewis,Lake,Norman Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905NOR0148_C,No,D,0905-0154,Norman Pond Centroid,44.0676994,-75.2966003,0, ,838,0905-0154,SL-25- 73-26- 2-P148,Norman Pond,entire lake,Saint Lawrence River,L,8.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0154.pdf
398,976149,Clear Lake,4.1503E+12,390,39009,0,0,0,6.249285,6.249285,110.19,44.92875558,0.139093214,0,St. Lawrence River Basin,9,0.028016243,2001501,2,0905CLE0249,SL-25-75-1A-P249,St Lawrence,Lake,Clear Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905CLE0249_C,No,CT,0905-0169,Clear Lake Centroid,44.2762985,-75.2922974,0, ,805,0905-0169,"SL-25- 75-P249,P252","Clear Lake, Beaver Lake",total area of both lakes,Saint Lawrence River,L,40.1,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0169.pdf
399,946827,Clear Pond,4.1503E+12,390,39004,1.470149,0,0,5.448665,6.918814,63.1994,8.92866542,0.774899011,0,St. Lawrence River Basin,9,0.009513799,2001771,2,0905CLE0230,SL-25-P230,Lewis,Lake,Clear Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905CLE0230_C,No,C,0905-0165,Clear Pond Centroid,43.9833984,-75.2249985,0.164654955, ,696,0905-0165,"SL-25- 73-P229,P230","French Pond, Clear Pond",total area of both lakes,Saint Lawrence River,L,29,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0165.pdf
400, , ,4.1503E+12,390,39004,0,0,0,17.457968,17.458,199.717,6.519767075,2.677698114,0,St. Lawrence River Basin,9,0.008955229,2001765,2,0905TWI0218,SL-25-73-39-P218,Lewis,Lake,Twin Ponds, ,No,St. Lawrence River Basin,Oswegatchie River,0905TWI0218_C,No,C,0905-0163,Twin Ponds Centroid,43.9897003,-75.2294998,4.90815E-06, ,1605,0905-0163,"SL-25- 73-39-P218,P219",Twin Ponds,total area of both lakes,Saint Lawrence River,L,19.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0163.pdf
401,968066,Twin Ponds,4.1503E+12,390,39004,0,0,0,14.077572,14.0776,159.003,14.66350721,0.960041264,0,St. Lawrence River Basin,9,0.011713714,2001768,2,0905TWI0219,SL-25-73-39-P219,Lewis,Lake,Twin Ponds, ,No,St. Lawrence River Basin,Oswegatchie River,0905TWI0219_C,No,C,0905-0163,Twin Ponds Centroid,43.9878006,-75.2235031,1.9095E-06, ,1605,0905-0163,"SL-25- 73-39-P218,P219",Twin Ponds,total area of both lakes,Saint Lawrence River,L,19.3,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0163.pdf
402,962723,Rock Pond,4.1503E+12,390,39004,11.761188,0,0,1591.388324,1603.15,16365.7,18.86047959,85.0005,0,St. Lawrence River Basin,9,0.014645815,2001755,2,0905ROC0231,SL-25-73-P231,Lewis,Lake,Rock Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905ROC0231_C,No,CT,0905-0166,Rock Pond Centroid,43.9958992,-75.196701,0.623614895, ,798,0905-0166,"SL-25- 73..P231,P231a?","Rock Pond, Trout Lake",total area of both lakes,Saint Lawrence River,L,53.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0166.pdf
403,957796,Mouldy Pond,4.1503E+12,390,39009,0,0,0,5.937933,5.937933,82.8096,23.17115087,0.256264052,0,St. Lawrence River Basin,9,0.01905161,2001695,2,0905MOU0166,SL-25-73-26-11-P166,Lewis,Lake,Mouldy Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905MOU0166_C,No,C,0905-0160,Mouldy Pond Centroid,44.0603981,-75.1727982,0, ,1643,0905-0160,"SL-25- 73-26-11-P166,-13-P167","Mouldy Pond, Little Mouldy Pond",total area of both lakes,Saint Lawrence River,L,30.2,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0160.pdf
404, , ,4.1503E+12,390,39004,0,0,0,7.339018,7.339018,87.4598,12.51127067,0.586592537,0,St. Lawrence River Basin,9,0.014011961,2001586,2,0905GRE0125,SL-25-73-19-3-P125,St Lawrence,Lake,Greenwood Lake, ,No,St. Lawrence River Basin,Oswegatchie River,0905GRE0125_C,No,CT,0905-0144,Greenwood Lake Centroid,44.1791992,-75.1701965,0, ,790,0905-0144,"SL-25- 73-19- 3- 8-P124,P125","Mud Pond, Greenwood Lake",total area of both lakes,Saint Lawrence River,L,15.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0905-0144.pdf
405,945056,Buck Pond,4.1503E+12,390,39004,0,0,0,7.183342,7.183342,83.8292,11.21686307,0.640405606,0,St. Lawrence River Basin,9,0.012814195,2001740,2,0905BUC0246,SL-25-73-46-P246,Herkimer,Lake,Buck Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905BUC0246_C,No,D,0905-0038,Buck Pond Centroid,43.9954987,-75.0664978,0, ,618,0905-0038,SL-25- 73..P240 thru 247,"Desert, Jakes, Buck, Hog Ponds, more",total area of all four lakes,Saint Lawrence River,L,46.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0038.pdf
406,955975,Loon Hollows Pond,4.1503E+12,390,39004,0,0,0,13.187994,13.188,151.008,19.60492931,0.672687659,0,St. Lawrence River Basin,9,0.016192735,2001762,2,0905LOO0186,SL-25-73-26-38-P186,Herkimer,Lake,Loon Hollow Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905LOO0186_C,No,CT,0905-0035,Loon Hollow Pond Centroid,43.9636002,-75.0426025,3.0605E-07, ,942,0905-0035,SL-25- 73-26-38-P179 thru P186,"Gregg Lake, Green, Twin, Loon Hollow Pds",total area of all four lakes,Saint Lawrence River,L,34.7,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0035.pdf
407,975891,Allen Pond,4.1503E+12,390,39004,0,0,0,6.204807,6.204807,77.2253,17.1583617,0.361620014,0,St. Lawrence River Basin,9,0.015293341,4000778,2,0904ALL0343,SL-2-59-13-P343,St Lawrence,Lake,Allen Pond, ,No,St. Lawrence River Basin,Grass River,0904ALL0343_C,No,C(T),0904-0054,Allen Pond Centroid,44.3437996,-74.9996033,0, ,1225,0904-0054,"SL- 2-59-13-P342,P343","Mile Pond, Allen Pond",total area of both lakes,Saint Lawrence River,L,31.9,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0904-0054.pdf
408,971395,Willys Lake,4.1503E+12,390,39009,0,0,0,28.199623,28.1996,345.748,61.25567666,0.460359342,0,St. Lawrence River Basin,9,0.036600919,2001745,2,0905HOR0210,SL-25-73-26-49-P210,Herkimer,Lake,Horseshoe Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905HOR0210_C,No, ,0905-0026,Horseshoe Pond Centroid,43.9692001,-74.9543991,-3.75475E-07, ,809,0905-0026,SL-25- 73-26-49-P210,"Willys (Horseshoe) Lake, more",entire lake,Saint Lawrence River,L,57.4,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0026.pdf
409,943949,Big Shallow,4.1503E+12,390,39004,0,0,0,37.829304,37.8293,397.047,6.953121465,5.440621768,0,St. Lawrence River Basin,9,0.008749581,2001677,2,0905SHA0345,SL-25-126-3-P345,Herkimer,Lake,Big Shallow Pond, ,No,St. Lawrence River Basin,Oswegatchie River,0905SHA0345_C,No, ,0905-0088,Big Shallow Pond Centroid,44.051899,-74.9487,-5.75281E-07, ,703,0905-0088,SL-25-P309..126..P345 thru P357,Minor Lakes Trib to Wolf Pond Outlet,total area of all selected lakes,Saint Lawrence River,L,74.8,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,Precluded,Known,UnAssessed,UnAssessed,Impaired,,9/5/2008 0:00,https://www.dec.ny.gov/data/WQP/PWL/0905-0088.pdf
410,976373,Green Pond,4.15031E+12,390,39009,13.231337,0.330791,0,20.082223,33.6444,239.396,31.55380173,1.066253483,0,St. Lawrence River Basin,9,0.0218151,5001256,2,0903GRE0008,SL-1-P8,St Lawrence,Lake,Green Pond, ,No,St. Lawrence River Basin,Raquette River,0903GRE0008_C,No,D,0903-0089,Green Pond Centroid,44.5237999,-74.9456024,0.429811188, ,1093,0903-0089,SL- 1- 28c-P8,Green Pond,entire lake,Saint Lawrence River,L,31.6,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,-,UnAssessed,UnAssessed,UnAssessed,,,https://www.dec.ny.gov/data/WQP/PWL/0903-0089.pdf
