SAMPLE_NAME,Characteristic Name,resultvalue,resultunit,labnamecode,Lab Sample Name,,,,,,,,
18-183-08,Chlorophyll a (probe relative fluorescence),8.20,µg/L,UFI,2018275070,,,,,,,,
18-183-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",4.10,µg/L,UFI,2018275070,,,,,,,,
18-183-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",3.20,µg/L,UFI,2018275070,,,,,,,,
18-183-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.80,µg/L,UFI,2018275070,,,,,,,,
18-183-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018275070,,,,,,,,
18-190-01,Chlorophyll a (probe relative fluorescence),20.40,µg/L,UFI,2018163027,,,,,,,,
18-190-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",14.60,µg/L,UFI,2018163027,,,,,,,,
18-190-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",3.90,µg/L,UFI,2018163027,,,,,,,,
18-190-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.90,µg/L,UFI,2018163027,,,,,,,,
18-190-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018163027,,,,,,,,
18-190-02,Chlorophyll a (probe relative fluorescence),48.30,µg/L,UFI,2018179045,,,,,,,,
18-190-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",39.30,µg/L,UFI,2018179045,,,,,,,,
18-190-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",9.00,µg/L,UFI,2018179045,,,,,,,,
18-190-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018179045,,,,,,,,
18-190-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018179045,,,,,,,,
18-190-03,Chlorophyll a (probe relative fluorescence),30.40,µg/L,UFI,2018192046,,,,,,,,
18-190-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",26.00,µg/L,UFI,2018192046,,,,,,,,
18-190-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",3.50,µg/L,UFI,2018192046,,,,,,,,
18-190-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.90,µg/L,UFI,2018192046,,,,,,,,
18-190-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018192046,,,,,,,,
18-190-04,Chlorophyll a (probe relative fluorescence),102.10,µg/L,UFI,2018207078,,,,,,,,
18-190-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",97.30,µg/L,UFI,2018207078,,,,,,,,
18-190-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",4.80,µg/L,UFI,2018207078,,,,,,,,
18-190-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018207078,,,,,,,,
18-190-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018207078,,,,,,,,
18-190-05,Chlorophyll a (probe relative fluorescence),86.50,µg/L,UFI,2018219106,,,,,,,,
18-190-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",80.70,µg/L,UFI,2018219106,,,,,,,,
18-190-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",5.80,µg/L,UFI,2018219106,,,,,,,,
18-190-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018219106,,,,,,,,
18-190-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018219106,,,,,,,,
18-190-06,Chlorophyll a (probe relative fluorescence),79.30,µg/L,UFI,2018234031,,,,,,,,
18-190-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",61.70,µg/L,UFI,2018234031,,,,,,,,
18-190-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",11.30,µg/L,UFI,2018234031,,,,,,,,
18-190-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",6.40,µg/L,UFI,2018234031,,,,,,,,
18-190-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018234031,,,,,,,,
18-190-07,Chlorophyll a (probe relative fluorescence),52.40,µg/L,UFI,2018248138,,,,,,,,
18-190-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",48.40,µg/L,UFI,2018248138,,,,,,,,
18-190-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",4.10,µg/L,UFI,2018248138,,,,,,,,
18-190-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018248138,,,,,,,,
18-190-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018248138,,,,,,,,
18-190-08,Chlorophyll a (probe relative fluorescence),45.30,µg/L,UFI,2018263035,,,,,,,,
18-190-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",40.70,µg/L,UFI,2018263035,,,,,,,,
18-190-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",3.60,µg/L,UFI,2018263035,,,,,,,,
18-190-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.00,µg/L,UFI,2018263035,,,,,,,,
18-190-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018263035,,,,,,,,
18-192-01,Chlorophyll a (probe relative fluorescence),0.60,µg/L,UFI,2018179053,,,,,,,,
18-192-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.30,µg/L,UFI,2018179053,,,,,,,,
18-192-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018179053,,,,,,,,
18-192-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018179053,,,,,,,,
18-192-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018179053,,,,,,,,
18-192-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018191082,,,,,,,,
18-192-02,Chlorophyll a (probe relative fluorescence),0.30,µg/L,UFI,2018191082,,,,,,,,
18-192-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018191082,,,,,,,,
18-192-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018191082,,,,,,,,
18-192-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018191082,,,,,,,,
18-192-03,Chlorophyll a (probe relative fluorescence),4.60,µg/L,UFI,2018201004,,,,,,,,
18-192-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",4.20,µg/L,UFI,2018201004,,,,,,,,
18-192-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018201004,,,,,,,,
18-192-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018201004,,,,,,,,
18-192-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018201004,,,,,,,,
18-192-04,Chlorophyll a (probe relative fluorescence),25.40,µg/L,UFI,2018215006,,,,,,,,
18-192-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",23.00,µg/L,UFI,2018215006,,,,,,,,
18-192-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.00,µg/L,UFI,2018215006,,,,,,,,
18-192-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.80,µg/L,UFI,2018215006,,,,,,,,
18-192-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.50,µg/L,UFI,2018215006,,,,,,,,
18-192-05,Chlorophyll a (probe relative fluorescence),45.30,µg/L,UFI,2018229078,,,,,,,,
18-192-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",28.10,µg/L,UFI,2018229078,,,,,,,,
18-192-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",12.30,µg/L,UFI,2018229078,,,,,,,,
18-192-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",4.80,µg/L,UFI,2018229078,,,,,,,,
18-192-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018229078,,,,,,,,
18-192-06,Chlorophyll a (probe relative fluorescence),4.30,µg/L,UFI,2018248098,,,,,,,,
18-192-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.40,µg/L,UFI,2018248098,,,,,,,,
18-192-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018248098,,,,,,,,
18-192-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018248098,,,,,,,,
18-192-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018248098,,,,,,,,
18-192-07,Chlorophyll a (probe relative fluorescence),7.20,µg/L,UFI,2018257009,,,,,,,,
18-192-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",4.40,µg/L,UFI,2018257009,,,,,,,,
18-192-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.20,µg/L,UFI,2018257009,,,,,,,,
18-192-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.80,µg/L,UFI,2018257009,,,,,,,,
18-192-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.80,µg/L,UFI,2018257009,,,,,,,,
18-192-08,Chlorophyll a (probe relative fluorescence),4.90,µg/L,UFI,2018270027,,,,,,,,
18-192-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.00,µg/L,UFI,2018270027,,,,,,,,
18-192-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.90,µg/L,UFI,2018270027,,,,,,,,
18-192-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.80,µg/L,UFI,2018270027,,,,,,,,
18-192-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018270027,,,,,,,,
18-194-01,Chlorophyll a (probe relative fluorescence),4.40,µg/L,UFI,2018151001,,,,,,,,
18-194-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",2.80,µg/L,UFI,2018151001,,,,,,,,
18-194-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.60,µg/L,UFI,2018151001,,,,,,,,
18-194-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018151001,,,,,,,,
18-194-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018151001,,,,,,,,
18-194-02,Chlorophyll a (probe relative fluorescence),4.40,µg/L,UFI,2018164028,,,,,,,,
18-194-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.60,µg/L,UFI,2018164028,,,,,,,,
18-194-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.60,µg/L,UFI,2018164028,,,,,,,,
18-194-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018164028,,,,,,,,
18-194-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018164028,,,,,,,,
18-194-03,Chlorophyll a (probe relative fluorescence),1.90,µg/L,UFI,2018179030,,,,,,,,
18-194-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.00,µg/L,UFI,2018179030,,,,,,,,
18-194-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.40,µg/L,UFI,2018179030,,,,,,,,
18-194-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.40,µg/L,UFI,2018179030,,,,,,,,
18-194-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018179030,,,,,,,,
18-194-04,Chlorophyll a (probe relative fluorescence),2.40,µg/L,UFI,2018192056,,,,,,,,
18-194-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.00,µg/L,UFI,2018192056,,,,,,,,
18-194-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.00,µg/L,UFI,2018192056,,,,,,,,
18-194-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.20,µg/L,UFI,2018192056,,,,,,,,
18-194-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018192056,,,,,,,,
18-194-05,Chlorophyll a (probe relative fluorescence),2.60,µg/L,UFI,2018206024,,,,,,,,
18-194-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.00,µg/L,UFI,2018206024,,,,,,,,
18-194-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.00,µg/L,UFI,2018206024,,,,,,,,
18-194-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.30,µg/L,UFI,2018206024,,,,,,,,
18-194-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018206024,,,,,,,,
18-194-06,Chlorophyll a (probe relative fluorescence),2.00,µg/L,UFI,2018221025,,,,,,,,
18-194-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.80,µg/L,UFI,2018221025,,,,,,,,
18-194-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.70,µg/L,UFI,2018221025,,,,,,,,
18-194-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.30,µg/L,UFI,2018221025,,,,,,,,
18-194-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018221025,,,,,,,,
18-194-07,Chlorophyll a (probe relative fluorescence),4.60,µg/L,UFI,2018234018,,,,,,,,
18-194-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2.20,µg/L,UFI,2018234018,,,,,,,,
18-194-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.30,µg/L,UFI,2018234018,,,,,,,,
18-194-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.80,µg/L,UFI,2018234018,,,,,,,,
18-194-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.40,µg/L,UFI,2018234018,,,,,,,,
18-194-08,Chlorophyll a (probe relative fluorescence),6.70,µg/L,UFI,2018254048,,,,,,,,
18-194-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.40,µg/L,UFI,2018254048,,,,,,,,
18-194-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2.10,µg/L,UFI,2018254048,,,,,,,,
18-194-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.60,µg/L,UFI,2018254048,,,,,,,,
18-194-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.70,µg/L,UFI,2018254048,,,,,,,,
18-194-99,Chlorophyll a (probe relative fluorescence),2.80,µg/L,UFI,2018191086,,,,,,,,
18-194-99,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.30,µg/L,UFI,2018191086,,,,,,,,
18-194-99,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.20,µg/L,UFI,2018191086,,,,,,,,
18-194-99,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.30,µg/L,UFI,2018191086,,,,,,,,
18-194-99,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018191086,,,,,,,,
18-195-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018163047,,,,,,,,
18-195-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018163047,,,,,,,,
18-195-02,Chlorophyll a (probe relative fluorescence),0.05,µg/L,UFI,2018163047,,,,,,,,
18-195-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018163047,,,,,,,,
18-195-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018163047,,,,,,,,
18-195-03,Chlorophyll a (probe relative fluorescence),14.10,µg/L,UFI,2018177029,,,,,,,,
18-195-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",6.70,µg/L,UFI,2018177029,,,,,,,,
18-195-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",3.80,µg/L,UFI,2018177029,,,,,,,,
18-195-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",3.40,µg/L,UFI,2018177029,,,,,,,,
18-195-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018177029,,,,,,,,
18-195-04,Chlorophyll a (probe relative fluorescence),10.90,µg/L,UFI,2018191041,,,,,,,,
18-195-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",6.70,µg/L,UFI,2018191041,,,,,,,,
18-195-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2.90,µg/L,UFI,2018191041,,,,,,,,
18-195-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.30,µg/L,UFI,2018191041,,,,,,,,
18-195-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018191041,,,,,,,,
18-195-05,Chlorophyll a (probe relative fluorescence),29.80,µg/L,UFI,2018213047,,,,,,,,
18-195-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",20.10,µg/L,UFI,2018213047,,,,,,,,
18-195-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",7.80,µg/L,UFI,2018213047,,,,,,,,
18-195-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.50,µg/L,UFI,2018213047,,,,,,,,
18-195-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018213047,,,,,,,,
18-195-06,Chlorophyll a (probe relative fluorescence),16.40,µg/L,UFI,2018233066,,,,,,,,
18-195-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",8.50,µg/L,UFI,2018233066,,,,,,,,
18-195-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",6.00,µg/L,UFI,2018233066,,,,,,,,
18-195-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2.00,µg/L,UFI,2018233066,,,,,,,,
18-195-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018233066,,,,,,,,
18-195-07,Chlorophyll a (probe relative fluorescence),36.20,µg/L,UFI,2018248084,,,,,,,,
18-195-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",16.30,µg/L,UFI,2018248084,,,,,,,,
18-195-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",15.70,µg/L,UFI,2018248084,,,,,,,,
18-195-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",3.10,µg/L,UFI,2018248084,,,,,,,,
18-195-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",1.00,µg/L,UFI,2018248084,,,,,,,,
18-195-08,Chlorophyll a (probe relative fluorescence),28.50,µg/L,UFI,2018262033,,,,,,,,
18-195-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",14.00,µg/L,UFI,2018262033,,,,,,,,
18-195-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",8.10,µg/L,UFI,2018262033,,,,,,,,
18-195-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",5.80,µg/L,UFI,2018262033,,,,,,,,
18-195-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.60,µg/L,UFI,2018262033,,,,,,,,
18-195-B1,Chlorophyll a (probe relative fluorescence),51.00,µg/L,UFI,2018262032,,,,,,,,
18-195-B1,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",23.60,µg/L,UFI,2018262032,,,,,,,,
18-195-B1,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",17.20,µg/L,UFI,2018262032,,,,,,,,
18-195-B1,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",10.20,µg/L,UFI,2018262032,,,,,,,,
18-195-B1,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018262032,,,,,,,,
18-196-02,Chlorophyll a (probe relative fluorescence),4.30,µg/L,UFI,2018170061,,,,,,,,
18-196-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2.80,µg/L,UFI,2018170061,,,,,,,,
18-196-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.90,µg/L,UFI,2018170061,,,,,,,,
18-196-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018170061,,,,,,,,
18-196-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.20,µg/L,UFI,2018170061,,,,,,,,
18-196-03,Chlorophyll a (probe relative fluorescence),4.20,µg/L,UFI,2018186030,,,,,,,,
18-196-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2.60,µg/L,UFI,2018186030,,,,,,,,
18-196-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.40,µg/L,UFI,2018186030,,,,,,,,
18-196-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018186030,,,,,,,,
18-196-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018186030,,,,,,,,
18-196-04,Chlorophyll a (probe relative fluorescence),5.80,µg/L,UFI,2018200005,,,,,,,,
18-196-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.80,µg/L,UFI,2018200005,,,,,,,,
18-196-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.80,µg/L,UFI,2018200005,,,,,,,,
18-196-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018200005,,,,,,,,
18-196-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018200005,,,,,,,,
18-196-05,Chlorophyll a (probe relative fluorescence),1.80,µg/L,UFI,2018219093,,,,,,,,
18-196-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.50,µg/L,UFI,2018219093,,,,,,,,
18-196-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.20,µg/L,UFI,2018219093,,,,,,,,
18-196-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018219093,,,,,,,,
18-196-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018219093,,,,,,,,
18-196-06,Chlorophyll a (probe relative fluorescence),6.00,µg/L,UFI,2018229072,,,,,,,,
18-196-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",3.10,µg/L,UFI,2018229072,,,,,,,,
18-196-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.70,µg/L,UFI,2018229072,,,,,,,,
18-196-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018229072,,,,,,,,
18-196-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018229072,,,,,,,,
18-196-99,Chlorophyll a (probe relative fluorescence),7.40,µg/L,UFI,2018232001,,,,,,,,
18-196-99,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",4.10,µg/L,UFI,2018232001,,,,,,,,
18-196-99,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.80,µg/L,UFI,2018232001,,,,,,,,
18-196-99,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.50,µg/L,UFI,2018232001,,,,,,,,
18-196-99,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018232001,,,,,,,,
18-199.02-01,Chlorophyll a (probe relative fluorescence),4.10,µg/L,UFI,2018158018,,,,,,,,
18-199.02-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",3.00,µg/L,UFI,2018158018,,,,,,,,
18-199.02-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.10,µg/L,UFI,2018158018,,,,,,,,
18-199.02-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018158018,,,,,,,,
18-199.02-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018158018,,,,,,,,
18-199.02-02,Chlorophyll a (probe relative fluorescence),1.70,µg/L,UFI,2018170063,,,,,,,,
18-199.02-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.00,µg/L,UFI,2018170063,,,,,,,,
18-199.02-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.70,µg/L,UFI,2018170063,,,,,,,,
