"sample_delivery_group","sys_sample_code","lab_anl_method_name","analysis_date","fraction","column_number","test_type","lab_matrix_code","analysis_location","basis","container_id","dilution_factor","prep_method","prep_date","leachate_method","leachate_date","lab_name_code","qc_level","lab_sample_id","percent_moisture","subsample_amount","subsample_amount_unit","analyst_name","instrument_id","comment.x","preservative","final_volume","final_volume_unit","cas_rn","chemical_name","result_value","result_error_delta","result_type_code","reportable_result","detect_flag","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","validated_yn","method_detection_limit","reporting_detection_limit","quantitation_limit","result_unit","detection_limit_unit","tic_retention_time","minimum_detectable_conc","counting_error","uncertainty","critical_value","validation_level","result_comment","qc_original_conc","qc_spike_added","qc_spike_measured","qc_spike_recovery","qc_dup_original_conc","qc_dup_spike_added","qc_dup_spike_measured","qc_dup_spike_recovery","qc_rpd","qc_spike_lcl","qc_spike_ucl","qc_rpd_cl","qc_spike_status","qc_dup_spike_status","qc_rpd_status","lab_sdg","X.data_provider","sample_name","sample_matrix_code","sample_type_code","sample_source","parent_sample_code","sample_date","sys_loc_code","start_depth","end_depth","depth_unit","chain_of_custody","sent_to_lab_date","sample_receipt_date","sampler","sampling_company_code","sampling_reason","sampling_technique","task_code","collection_quarter","composite_yn","composite_desc","sample_class","custom_field_1","custom_field_2","custom_field_3","comment.y"
"R1808357","18LCB005","SM5310C","09/10/2018 10:58:00","D",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-018",NA,42,"mL",NA,NA,NA,NA,42,"mL","DOC","Carbon, Dissolved Organic (DOC)",5.6,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005","E365.1","09/14/2018 12:22:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-017",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0198,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005","E300.0","09/06/2018 21:17:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808357-017",NA,10,"mL",NA,NA,NA,NA,10,"mL","14808-79-8","SULFATE (AS SO4)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.2,0.2,2,"mg/l","mg/l",NA,0.2,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005","SM 2320 B","09/10/2018 16:51:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-017",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",9.6,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005","D6919-09","09/12/2018 00:26:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-017",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",0.0062,NA,"TRG","Yes","Y","",NA,"",NA,8e-04,NA,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005","SM10200H","09/13/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,4,"","",NA,NA,"ALSRNY","quant","R1808357-017",NA,250,"mL",NA,NA,NA,NA,NA,"","479-61-8","Chlorophyll A",12,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,0.64,"ug/l","ug/l",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005","SM2120B","08/30/2018 10:15:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-017",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",29,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005","E200.8","09/11/2018 18:24:00","T",NA,"initial","WA","LB",NA,NA,1,"E200.0","09/04/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808357-017",NA,10,"mL",NA,NA,NA,NA,10,"mL","7440-38-2","Arsenic",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.39,0.39,1,"ug/l","ug/l",NA,0.39,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005","E200.7","09/07/2018 16:46:00","T",NA,"initial","WA","LB",NA,NA,1,"SW3010A","09/04/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808357-017",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-89-6","Iron",508,NA,"TRG","Yes","Y","",NA,"",NA,13,NA,100,"ug/l","ug/l",NA,13,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005","E200.7","09/07/2018 16:46:00","T",NA,"initial","WA","LB",NA,NA,1,"SW3010A","09/04/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808357-017",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-96-5","Manganese",16.6,NA,"TRG","Yes","Y","",NA,"",NA,1.7,NA,10,"ug/l","ug/l",NA,1.7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005","E365.1","09/14/2018 11:11:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-018",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.002,0.002,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","N","Field","","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005DUP","SM 2320 B","09/10/2018 16:55:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-017DUP",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",9.6,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",9.6,NA,NA,NA,9.6,NA,NA,NA,"<1",NA,NA,20,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","LR","Lab","18LCB005","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005DUP","SM2120B","08/30/2018 10:15:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-017DUP",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",29,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",29,NA,NA,NA,29,NA,NA,NA,"<1",NA,NA,5,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","LR","Lab","18LCB005","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005DUP","SM2120B","09/01/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-017DUP",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.27,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",7.27,NA,NA,NA,7.27,NA,NA,NA,"<1",NA,NA,20,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","LR","Lab","18LCB005","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005MS","E365.1","09/14/2018 11:12:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-018MS",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0269,NA,"SC","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",0,0.025,0.0269,108,NA,NA,NA,NA,"",75,125,20,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","MS","Lab","18LCB005","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB005MSD","E365.1","09/14/2018 11:15:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-018DMS",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.027,NA,"SC","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,0,0.025,0.027,108,"<1",75,125,20,NA,NA,NA,"R1808357","ALSRNY","18LCB005","WA","SD","Lab","18LCB005","08/29/2018 14:35:00","18LCB005",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","D6919-09","09/11/2018 22:50:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-015",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,8e-04,8e-04,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","SM 2320 B","09/10/2018 16:34:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-015",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",8,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","E351.2","09/19/2018 15:59:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 20:48:00",NA,NA,"ALSRNY","quant","R1808357-015",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.32,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","SM10200H","09/13/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,2,"","",NA,NA,"ALSRNY","quant","R1808357-015",NA,750,"mL",NA,NA,NA,NA,NA,"","479-61-8","Chlorophyll A",1.28,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,0.11,"ug/l","ug/l",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","SM2120B","08/30/2018 10:15:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-015",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",12,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","E353.2","09/13/2018 13:59:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-015",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",NA,NA,"TRG","Yes","N","U",NA,"U",NA,7e-04,7e-04,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","SM5910B","08/30/2018 14:28:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-015",NA,1,"mL",NA,NA,NA,NA,1,"mL","UV254","UV 254",0.048,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"1/cm","1/cm",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","SM2120B","09/01/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-015",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.05,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","E365.1","09/14/2018 12:19:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-015",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0058,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","E300.0","09/06/2018 20:56:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808357-015",NA,10,"mL",NA,NA,NA,NA,10,"mL","14808-79-8","SULFATE (AS SO4)",3.2,NA,"TRG","Yes","Y","",NA,"",NA,0.2,NA,2,"mg/l","mg/l",NA,0.2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","E200.8","09/11/2018 18:22:00","T",NA,"initial","WA","LB",NA,NA,1,"E200.0","09/04/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808357-015",NA,10,"mL",NA,NA,NA,NA,10,"mL","7440-38-2","Arsenic",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.39,0.39,1,"ug/l","ug/l",NA,0.39,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","E200.7","09/07/2018 16:43:00","T",NA,"initial","WA","LB",NA,NA,1,"SW3010A","09/04/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808357-015",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-89-6","Iron",32.3,NA,"TRG","Yes","Y","J",NA,"J",NA,13,NA,100,"ug/l","ug/l",NA,13,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","E200.7","09/07/2018 16:43:00","T",NA,"initial","WA","LB",NA,NA,1,"SW3010A","09/04/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808357-015",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-96-5","Manganese",10.1,NA,"TRG","Yes","Y","",NA,"",NA,1.7,NA,10,"ug/l","ug/l",NA,1.7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","E365.1","09/14/2018 11:10:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-016",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.002,0.002,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB009","SM5310C","09/10/2018 10:37:00","D",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-016",NA,42,"mL",NA,NA,NA,NA,42,"mL","DOC","Carbon, Dissolved Organic (DOC)",4,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB009","WA","N","Field","","08/29/2018 12:55:00","18LCB009",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB011","SM5910B","08/30/2018 14:28:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-025",NA,1,"mL",NA,NA,NA,NA,1,"mL","UV254","UV 254",0.112,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"1/cm","1/cm",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB011","WA","N","Field","","08/29/2018 12:02:00","18LCB011",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB011","SM5310C","09/10/2018 11:19:00","D",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-026",NA,42,"mL",NA,NA,NA,NA,42,"mL","DOC","Carbon, Dissolved Organic (DOC)",5.6,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB011","WA","N","Field","","08/29/2018 12:02:00","18LCB011",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB011","E365.1","09/14/2018 12:29:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/11/2018 15:21:00",NA,NA,"ALSRNY","quant","R1808357-025",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0072,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB011","WA","N","Field","","08/29/2018 12:02:00","18LCB011",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB011","E300.0","09/06/2018 21:22:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808357-025",NA,10,"mL",NA,NA,NA,NA,10,"mL","14808-79-8","SULFATE (AS SO4)",4.7,NA,"TRG","Yes","Y","",NA,"",NA,0.2,NA,2,"mg/l","mg/l",NA,0.2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB011","WA","N","Field","","08/29/2018 12:02:00","18LCB011",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808357","18LCB011","SM 2320 B","09/10/2018 17:08:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808357-025",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",31.2,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808357","ALSRNY","18LCB011","WA","N","Field","","08/29/2018 12:02:00","18LCB011",NA,NA,NA,NA,NA,"08/30/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
